UKPRN,providerName,Region,subject,sex,yearsAfterGraduation,grads,unmatched,matched,activityNotCaptured,noSustDest,sustEmpOnly,sustEmp,sustEmpFSorBoth,earningsInclude,lowerAnnEarn,medianAnnEarn,upperAnnEarn,POLARGrpOne,POLARGrpOneIncluded,prAttBand,prAttIncluded
10007855,Swansea University,Wales,Subjects allied to medicine (excluding nursing),Female,1,30,0,30,x,x,x,x,90,20,21400,24100,25900,x,x,.,.
10007858,University of Wales Trinity Saint David,Wales,Subjects allied to medicine (excluding nursing),Female,1,25,x,x,x,x,x,x,x,15,8400,13700,17400,x,x,.,.
10007793,University of South Wales,Wales,Subjects allied to medicine (excluding nursing),Female,1,40,2.6,35,x,x,x,x,91.9,20,11500,14100,18800,x,x,.,.
10008574,University of Wales (central functions),Wales,Subjects allied to medicine (excluding nursing),Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007783,The University of Aberdeen,Scotland,Subjects allied to medicine (excluding nursing),Female,1,55,1.8,55,x,x,33.3,61.2,84.2,20,10400,16000,23600,..,..,.,.
10007849,University of Abertay Dundee,Scotland,Subjects allied to medicine (excluding nursing),Female,1,10,x,x,x,x,x,x,x,x,x,x,x,..,..,.,.
10007852,The University of Dundee,Scotland,Subjects allied to medicine (excluding nursing),Female,1,35,0,35,x,x,16.9,53.5,93,x,x,x,x,..,..,.,.
10007772,Edinburgh Napier University,Scotland,Subjects allied to medicine (excluding nursing),Female,1,20,x,x,x,x,x,x,x,10,7500,15000,18300,..,..,.,.
10007790,The University of Edinburgh,Scotland,Subjects allied to medicine (excluding nursing),Female,1,50,0,50,x,x,28.8,65.4,88.5,15,11100,19800,22500,..,..,.,.
10007762,Glasgow Caledonian University,Scotland,Subjects allied to medicine (excluding nursing),Female,1,250,3.6,240,x,x,x,x,90.8,195,18300,21300,23400,..,..,.,.
10002681,Glasgow School of Art,Scotland,Subjects allied to medicine (excluding nursing),Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007794,The University of Glasgow,Scotland,Subjects allied to medicine (excluding nursing),Female,1,80,3.7,80,x,x,28.2,68,87.3,20,10400,14400,18300,..,..,.,.
10007764,Heriot-Watt University,Scotland,Subjects allied to medicine (excluding nursing),Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005337,Queen Margaret University Edinburgh,Scotland,Subjects allied to medicine (excluding nursing),Female,1,175,1.7,175,x,x,x,x,89.6,125,16400,20800,22400,..,..,.,.
10005500,The Robert Gordon University,Scotland,Subjects allied to medicine (excluding nursing),Female,1,150,4.6,145,x,x,x,x,84.7,85,20700,22800,27000,..,..,.,.
10005561,Royal Conservatoire of Scotland,Scotland,Subjects allied to medicine (excluding nursing),Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007803,The University of St Andrews,Scotland,Subjects allied to medicine (excluding nursing),Female,1,0,x,x,x,x,x,x,x,x,x,x,x,..,..,..,..
10005700,SRUC,Scotland,Subjects allied to medicine (excluding nursing),Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007804,The University of Stirling,Scotland,Subjects allied to medicine (excluding nursing),Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007805,The University of Strathclyde,Scotland,Subjects allied to medicine (excluding nursing),Female,1,140,4.6,135,7,5.2,x,x,87.8,85,21000,23900,28600,..,..,.,.
10007114,University of the Highlands and Islands,Scotland,Subjects allied to medicine (excluding nursing),Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007800,The University of the West of Scotland,Scotland,Subjects allied to medicine (excluding nursing),Female,1,15,x,x,x,x,x,x,x,x,x,x,x,..,..,.,.
10000291,Anglia Ruskin University,East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007759,Aston University,West Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000571,Bath Spa University,South West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007850,The University of Bath,South West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007152,University of Bedfordshire,East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007760,Birkbeck College,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007140,Birmingham City University,West Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006840,The University of Birmingham,West Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000712,University College Birmingham,West Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007811,Bishop Grosseteste University,East Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006841,The University of Bolton,North West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000385,The Arts University Bournemouth,South West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000824,Bournemouth University,South West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007785,The University of Bradford,Yorkshire and the Humber,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000886,The University of Brighton,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007786,The University of Bristol,South West,Veterinary science,Female,1,95,1,95,x,x,x,x,90.5,70,22700,27900,30800,x,x,..,..
10000961,Brunel University London,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000975,Buckinghamshire New University,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007787,The University of Buckingham,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007788,The University of Cambridge,East,Veterinary science,Female,1,50,x,x,x,x,x,x,x,35,24200,27300,29800,x,x,..,..
10003324,The Institute of Cancer Research,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001143,Canterbury Christ Church University,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007141,The University of Central Lancashire,North West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007848,University of Chester,North West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007137,The University of Chichester,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001478,The City University,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001653,Conservatoire for Dance and Drama,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007761,Courtauld Institute of Art,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001726,Coventry University,West Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007822,Cranfield University,East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006427,University for the Creative Arts,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007842,University of Cumbria,North West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001883,De Montfort University,East Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007851,University of Derby,East Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007143,University of Durham,North East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007789,The University of East Anglia,East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007144,The University of East London,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007823,Edge Hill University,North West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007791,The University of Essex,East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007792,The University of Exeter,South West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10008640,Falmouth University,South West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004511,The National Film and Television School,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007145,University of Gloucestershire,South West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002718,Goldsmiths College,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007146,The University of Greenwich,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007825,Guildhall School of Music and Drama,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10040812,Harper Adams University,West Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007147,University of Hertfordshire,East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007765,Heythrop College,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007148,The University of Huddersfield,Yorkshire and the Humber,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007149,The University of Hull,Yorkshire and the Humber,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003270,Imperial College of Science Technology and Medicine,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007767,The University of Keele,West Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007150,The University of Kent,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003645,King's College London,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003678,Kingston University,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007768,The University of Lancaster,North West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003854,Leeds College of Art,Yorkshire and the Humber,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003861,Leeds Beckett University,Yorkshire and the Humber,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007795,The University of Leeds,Yorkshire and the Humber,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003863,Leeds Trinity University,Yorkshire and the Humber,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007796,The University of Leicester,East Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007151,The University of Lincoln,East Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003956,Liverpool Hope University,North West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003957,Liverpool John Moores University,North West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003945,The Liverpool Institute for Performing Arts,North West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006842,The University of Liverpool,North West,Veterinary science,Female,1,80,2.5,80,x,x,x,x,89.7,65,24500,26200,30200,x,x,..,..
10007162,University of the Arts London,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007769,London Business School,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007797,University of London (Institutes and activities),London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004048,London Metropolitan University,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004078,London South Bank University,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004063,London School of Economics and Political Science,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007771,London School of Hygiene and Tropical Medicine,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004113,Loughborough University,East Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004180,The Manchester Metropolitan University,North West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007798,The University of Manchester,North West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004351,Middlesex University,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007799,University of Newcastle-upon-Tyne,North East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007832,Newman University,West Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007138,The University of Northampton,East Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001282,University of Northumbria at Newcastle,North East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004775,Norwich University of the Arts,East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007154,University of Nottingham,East Midlands,Veterinary science,Female,1,60,1.7,60,x,x,x,x,86.4,45,25200,28800,30300,x,x,..,..
10004797,The Nottingham Trent University,East Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007773,The Open University in England16,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004930,Oxford Brookes University,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007774,The University of Oxford,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005127,Plymouth College of Art,South West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007801,University of Plymouth,South West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007155,The University of Portsmouth,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007775,Queen Mary University of London,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005389,Ravensbourne,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007802,The University of Reading,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007776,Roehampton University,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005523,Rose Bruford College,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007835,Royal Academy of Music,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005545,Royal Agricultural University,South West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007777,Royal College of Art,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007778,Royal College of Music,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007816,The Royal Central School of Speech and Drama,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005553,Royal Holloway and Bedford New College,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007837,Royal Northern College of Music,North West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007779,The Royal Veterinary College,London,Veterinary science,Female,1,150,0.7,145,9.5,8.8,x,x,81.6,105,24600,28000,30100,x,x,..,..
10007782,St George's Hospital Medical School,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007843,St Mary's University Twickenham,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007156,The University of Salford,North West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007780,The School of Oriental and African Studies,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005790,Sheffield Hallam University,Yorkshire and the Humber,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007157,The University of Sheffield,Yorkshire and the Humber,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006022,Southampton Solent University,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007158,The University of Southampton,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006299,Staffordshire University,West Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10037449,University of St Mark and St John,South West,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10014001,University Campus Suffolk,East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007159,The University of Sunderland,North East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007160,The University of Surrey,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007806,The University of Sussex,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007161,Teesside University,North East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10008017,Trinity Laban Conservatoire of Music and Dance,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007784,University College London,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007163,The University of Warwick,West Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007164,University of the West of England Bristol,South West,Veterinary science,Female,1,10,x,x,x,x,x,x,x,x,x,x,x,x,x,..,..
10006566,The University of West London,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007165,The University of Westminster,London,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003614,The University of Winchester,South East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007166,The University of Wolverhampton,West Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007139,University of Worcester,West Midlands,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007657,Writtle College,East,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007713,York St John University,Yorkshire and the Humber,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007167,The University of York,Yorkshire and the Humber,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007856,Aberystwyth University,Wales,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007857,Bangor University,Wales,Veterinary science,Female,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
